,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
2426,"Union County, South Dakota",16916,16916,16916,748,84137,2659,1044,411,144,8972,318,1055,269500,14776,29,0,5077,2047,46,127
2427,"Walworth County, South Dakota",5298,5298,5298,63,62722,820,255,32,69,2533,93,962,130000,4352,15,0,1779,617,46,129
2428,"Yankton County, South Dakota",23379,23379,23379,1309,73855,2864,1139,362,155,11859,191,777,208200,20000,138,59,7076,2716,46,135
2429,"Ziebach County, South Dakota",2410,2410,2410,30,47333,164,48,0,0,1141,276,715,101700,2288,0,0,390,334,46,137
2430,"Anderson County, Tennessee",78175,78175,78175,3000,63171,8511,4216,795,1191,35846,1789,960,215800,65883,97,2,22785,9284,47,001
2431,"Bedford County, Tennessee",51291,51291,51291,7968,62197,4027,1325,292,130,25116,1008,917,255300,45249,6,0,13301,5652,47,003
2432,"Benton County, Tennessee",15948,15948,15948,430,50435,864,423,80,68,6495,348,788,123400,14094,0,0,5172,1756,47,005
2433,"Bledsoe County, Tennessee",14905,14905,14905,495,49655,585,350,45,43,5915,310,779,165400,13058,21,0,3808,1004,47,007
2434,"Blount County, Tennessee",137747,137747,137747,6097,74607,17143,6996,1534,1112,68992,2572,1042,275700,124267,197,0,41900,12549,47,009
2435,"Bradley County, Tennessee",109743,109743,109743,8827,63789,11344,5138,1084,996,54623,3204,959,230800,92055,286,6,28300,13609,47,011
2436,"Campbell County, Tennessee",39568,39568,39568,576,50260,2230,1065,411,84,16758,876,715,169500,34563,26,0,11252,5457,47,013
2437,"Cannon County, Tennessee",14661,14661,14661,428,58092,1216,379,65,100,6583,156,781,227600,13155,3,0,4389,1297,47,015
2438,"Carroll County, Tennessee",28461,28461,28461,849,50391,2144,1160,156,220,12518,523,757,122100,25180,70,45,8422,2836,47,017
2439,"Carter County, Tennessee",56462,56462,56462,1327,48435,5799,2038,512,319,24764,1695,738,157200,50749,26,0,17916,6272,47,019
2440,"Cheatham County, Tennessee",41500,41500,41500,1903,82015,4920,1790,299,411,21930,842,1274,291400,37085,30,0,13036,2872,47,021
2441,"Chester County, Tennessee",17452,17452,17452,546,60543,1344,622,60,158,7452,401,714,155200,16259,0,0,4853,1480,47,023
2442,"Claiborne County, Tennessee",32221,32221,32221,516,46587,2233,1194,442,134,13967,645,736,148000,27947,94,40,9635,3821,47,025
2443,"Clay County, Tennessee",7621,7621,7621,154,44712,350,214,88,17,2900,152,546,136900,7098,0,0,2483,718,47,027
2444,"Cocke County, Tennessee",36503,36503,36503,1066,48416,1996,703,182,204,15798,694,787,141800,33229,95,0,10762,4361,47,029
2445,"Coffee County, Tennessee",58940,58940,58940,3527,60656,5200,3014,420,542,27094,1090,885,227300,48879,191,0,16012,6782,47,031
2446,"Crockett County, Tennessee",13937,13937,13937,1560,59049,1016,390,55,41,6694,225,854,134100,12386,4,0,3784,1710,47,033
2447,"Cumberland County, Tennessee",62529,62529,62529,2106,58475,5251,2693,514,503,24317,1185,829,228000,55080,26,0,22023,5424,47,035
2448,"Davidson County, Tennessee",709846,709846,709846,96481,75664,144376,57983,17644,13416,414914,18969,1485,386600,566201,5321,675,168040,146538,47,037
2449,"Decatur County, Tennessee",11499,11499,11499,406,46190,1045,136,21,52,4628,385,716,133900,10531,0,0,3328,1111,47,039
2450,"DeKalb County, Tennessee",20551,20551,20551,1551,48484,1869,786,181,66,9045,540,773,206600,18446,63,0,5850,2645,47,041
2451,"Dickson County, Tennessee",55197,55197,55197,2688,73223,5388,2077,486,284,27592,820,972,272700,48299,68,0,16933,4159,47,043
2452,"Dyer County, Tennessee",36681,36681,36681,1404,54973,3337,1293,469,321,16535,636,760,159500,32146,126,0,9285,5599,47,045
2453,"Fayette County, Tennessee",42653,42653,42653,1542,84764,5812,1948,441,404,20857,1005,883,316000,38770,0,0,13509,3221,47,047
2454,"Fentress County, Tennessee",18948,18948,18948,374,50865,1342,533,151,65,7461,330,614,151800,16215,0,0,6208,1498,47,049
2455,"Franklin County, Tennessee",43478,43478,43478,1604,61553,4298,1939,354,318,20558,588,863,215700,38180,64,11,13059,4038,47,051
2456,"Gibson County, Tennessee",50610,50610,50610,1607,59009,4195,1787,313,274,22889,1195,797,149700,43944,68,36,13422,6676,47,053
2457,"Giles County, Tennessee",30442,30442,30442,844,61476,2706,1018,271,141,14188,722,836,204100,26260,50,0,8664,3046,47,055
2458,"Grainger County, Tennessee",23929,23929,23929,840,51351,1500,820,133,168,10484,541,726,172000,21718,78,0,7525,2041,47,057
2459,"Greene County, Tennessee",70919,70919,70919,2662,54071,5717,2318,596,442,30788,1674,713,186400,63907,92,43,21325,6768,47,059
2460,"Grundy County, Tennessee",13665,13665,13665,231,45573,581,431,118,79,5532,396,723,133400,12645,8,0,4249,857,47,061
2461,"Hamblen County, Tennessee",64930,64930,64930,9561,52794,5231,2574,708,377,29612,1819,838,188800,58744,70,0,17602,8156,47,063
2462,"Hamilton County, Tennessee",370913,370913,370913,28357,72568,60648,25872,5903,4233,192890,8045,1163,282100,308143,1566,65,97369,53947,47,065
2463,"Hancock County, Tennessee",6790,6790,6790,74,31995,213,154,12,35,2474,180,592,118000,6207,0,0,2015,758,47,067
2464,"Hardeman County, Tennessee",25477,25477,25477,530,46173,1334,572,72,96,10135,1139,818,116800,22261,35,0,6439,2610,47,069
2465,"Hardin County, Tennessee",26939,26939,26939,649,49149,1815,824,198,42,11112,482,770,154000,24876,54,0,8450,2383,47,071
2466,"Hawkins County, Tennessee",57446,57446,57446,1058,55278,4686,1813,325,251,24129,2030,744,166900,50682,10,2,18350,4740,47,073
2467,"Haywood County, Tennessee",17672,17672,17672,834,43513,1018,513,27,68,7806,515,725,119600,15622,62,0,4109,3057,47,075
2468,"Henderson County, Tennessee",27906,27906,27906,793,53471,1898,701,114,75,12103,860,812,156000,24931,24,0,7814,3114,47,077
2469,"Henry County, Tennessee",32345,32345,32345,940,48540,2813,962,329,247,13435,451,741,145200,28674,1,0,9982,3223,47,079
2470,"Hickman County, Tennessee",25229,25229,25229,782,57223,1702,634,83,30,11050,351,877,192000,22728,26,17,7130,2050,47,081
2471,"Houston County, Tennessee",8293,8293,8293,245,54475,516,193,36,60,3557,238,685,150100,7339,0,0,2589,601,47,083
2472,"Humphreys County, Tennessee",19074,19074,19074,525,59333,1383,507,250,83,8584,837,830,186900,16889,0,0,5457,1407,47,085
2473,"Jackson County, Tennessee",11882,11882,11882,302,41475,884,189,82,48,5082,393,804,135200,10878,3,0,3913,782,47,087
2474,"Jefferson County, Tennessee",55835,55835,55835,2525,63084,5156,2199,633,468,27560,1497,880,210000,48663,144,65,15807,5544,47,089
2475,"Johnson County, Tennessee",18073,18073,18073,541,52152,1537,515,55,55,6860,253,639,175500,15592,54,0,5637,1535,47,091
2476,"Knox County, Tennessee",487401,487401,487401,29579,71662,79863,34382,9040,8003,255767,9180,1180,279700,412118,2197,295,128142,69156,47,093
2477,"Lake County, Tennessee",6691,6691,6691,295,30500,265,186,8,23,1615,69,472,107000,5355,96,0,915,1107,47,095
2478,"Lauderdale County, Tennessee",24933,24933,24933,652,49205,1163,554,104,30,9576,489,729,122100,22171,18,0,5759,3455,47,097
2479,"Lawrence County, Tennessee",44901,44901,44901,1202,53233,2862,1424,258,138,20275,1144,736,176700,40245,13,0,12718,3986,47,099
2480,"Lewis County, Tennessee",12784,12784,12784,372,49477,690,209,59,23,5764,199,735,157800,11650,37,0,4147,1006,47,101
2481,"Lincoln County, Tennessee",35617,35617,35617,1393,63115,2850,1585,232,127,16706,643,782,209100,31628,48,0,11238,3351,47,103
2482,"Loudon County, Tennessee",56996,56996,56996,5708,80296,7546,3705,406,461,25656,690,995,292600,52691,50,0,18972,4466,47,105
2483,"McMinn County, Tennessee",54135,54135,54135,2369,59674,4381,1479,582,255,24425,1291,792,190400,45674,70,0,16046,5425,47,107
2484,"McNairy County, Tennessee",25933,25933,25933,520,50714,1430,646,55,30,10877,625,706,151100,23819,28,0,7719,2087,47,109
2485,"Macon County, Tennessee",25793,25793,25793,1751,56269,1349,415,232,27,12680,462,805,211200,21522,0,0,6610,2590,47,111
2486,"Madison County, Tennessee",98845,98845,98845,4920,58189,10569,4682,1275,766,48611,3546,1076,189700,84225,466,56,24705,14829,47,113
2487,"Marion County, Tennessee",29010,29010,29010,672,58103,2100,1003,298,39,12721,985,840,173600,25524,32,0,9199,2330,47,115
2488,"Marshall County, Tennessee",35276,35276,35276,2402,70829,3576,1208,203,69,17660,790,924,246100,32641,28,0,10275,2993,47,117
2489,"Maury County, Tennessee",104855,104855,104855,8178,74162,13590,4368,907,483,53735,1320,1206,307500,92121,75,0,29410,11850,47,119
2490,"Meigs County, Tennessee",13076,13076,13076,131,58395,762,261,82,31,5305,359,845,185500,11124,0,0,4062,1217,47,121
2491,"Monroe County, Tennessee",47054,47054,47054,2095,56648,3605,1019,392,369,19731,1040,699,199700,40549,116,18,13927,5356,47,123
2492,"Montgomery County, Tennessee",227957,227957,227957,25020,72365,27593,13682,2114,1821,102855,5624,1219,248300,182328,1369,159,53073,31248,47,125
2493,"Moore County, Tennessee",6611,6611,6611,109,66687,775,145,97,159,3176,161,746,259300,6120,0,0,2171,467,47,127
2494,"Morgan County, Tennessee",21193,21193,21193,378,57408,1301,710,47,72,8200,494,742,144000,19324,25,0,6060,1128,47,129
2495,"Obion County, Tennessee",30570,30570,30570,1614,53102,2351,1247,146,143,13420,506,770,122700,27020,146,49,8402,4114,47,131
2496,"Overton County, Tennessee",22807,22807,22807,454,46159,1435,534,123,93,10531,306,833,171700,20447,33,20,6970,2022,47,133
2497,"Perry County, Tennessee",8561,8561,8561,243,50489,569,144,24,11,3571,318,747,113800,7877,0,0,2281,759,47,135
2498,"Pickett County, Tennessee",5062,5062,5062,41,44591,404,127,98,24,1853,65,755,162200,4537,24,0,1734,372,47,137
2499,"Polk County, Tennessee",17702,17702,17702,369,60227,1199,504,105,103,8056,342,668,136400,15377,0,0,6011,1133,47,139
2500,"Putnam County, Tennessee",81366,81366,81366,6538,56537,9605,3758,872,1034,40491,1525,881,246800,67862,203,15,20058,12999,47,141
2501,"Rhea County, Tennessee",33299,33299,33299,2032,58133,2740,1035,111,144,14519,918,796,178500,28500,41,9,9661,3582,47,143
2502,"Roane County, Tennessee",54403,54403,54403,1225,66218,5175,2547,517,686,24293,1169,767,212300,47274,12,0,17492,5047,47,145
2503,"Robertson County, Tennessee",74291,74291,74291,7150,78439,7867,2200,385,279,38097,1347,1176,296700,65353,373,179,21431,6324,47,147
2504,"Rutherford County, Tennessee",351591,351591,351591,40625,82588,52342,18119,2851,3479,195258,6480,1405,346400,292185,1754,77,81828,44033,47,149
2505,"Scott County, Tennessee",21969,21969,21969,29,42679,869,539,50,79,9113,670,691,116800,19395,0,0,6201,2437,47,151
2506,"Sequatchie County, Tennessee",16409,16409,16409,719,52260,1446,479,138,183,6559,320,842,217800,14593,27,0,4572,1549,47,153
2507,"Sevier County, Tennessee",98802,98802,98802,8822,63829,10314,3276,1216,407,49318,1687,1013,259500,88161,236,1,28230,10991,47,155
2508,"Shelby County, Tennessee",922195,922195,922195,78252,62337,121963,61041,14707,9820,461072,33045,1170,229700,792831,4556,551,196804,163786,47,157
2509,"Smith County, Tennessee",20196,20196,20196,599,62799,1783,569,94,99,9723,303,877,224500,18310,4,0,5749,1870,47,159
2510,"Stewart County, Tennessee",13859,13859,13859,399,62052,1148,258,122,80,5841,178,837,182700,12420,89,0,4323,850,47,161
2511,"Sullivan County, Tennessee",159693,159693,159693,3905,56802,20755,7242,1598,1588,75032,4538,850,190800,139731,114,7,49889,18519,47,163
2512,"Sumner County, Tennessee",200553,200553,200553,13759,86005,30532,10845,2046,1799,106518,3430,1339,364000,172579,561,61,55400,21306,47,165
2513,"Tipton County, Tennessee",61339,61339,61339,1829,71736,4902,2234,373,205,29334,1619,1007,220100,54638,50,0,17401,5143,47,167
2514,"Trousdale County, Tennessee",11805,11805,11805,431,63190,544,117,112,87,5287,31,805,284100,10335,30,0,2725,933,47,169
2515,"Unicoi County, Tennessee",17779,17779,17779,1143,50381,1635,645,259,96,8019,413,665,168200,16559,1,1,5678,2125,47,171
2516,"Union County, Tennessee",20141,20141,20141,447,61858,1284,546,193,58,8935,364,849,186300,18574,5,5,6245,1526,47,173
2517,"Van Buren County, Tennessee",6293,6293,6293,29,60281,394,150,66,28,2760,102,705,149200,5734,0,0,2086,376,47,175
2518,"Warren County, Tennessee",41587,41587,41587,4080,54088,2939,988,219,176,18925,720,775,173900,37281,132,0,11433,4699,47,177
2519,"Washington County, Tennessee",134693,134693,134693,6356,61051,17600,8799,2686,2022,67546,3352,951,231700,110928,555,44,36241,19993,47,179
2520,"Wayne County, Tennessee",16251,16251,16251,415,52824,1037,454,29,25,6737,254,619,126600,14893,101,0,4674,1060,47,181
2521,"Weakley County, Tennessee",32959,32959,32959,977,49502,2779,1278,155,353,14727,435,760,136300,27446,30,12,8816,4458,47,183
2522,"White County, Tennessee",27764,27764,27764,837,52206,1898,606,190,129,12140,560,838,190200,23915,49,0,8553,2448,47,185
2523,"Williamson County, Tennessee",254609,254609,254609,14809,131202,64211,28756,6655,4027,132028,2644,1895,673700,218884,581,27,72370,18346,47,187
2524,"Wilson County, Tennessee",153587,153587,153587,9258,94048,26396,10312,1335,1370,80655,2805,1370,397000,134087,275,39,43494,13115,47,189
2525,"Anderson County, Texas",57825,57825,57825,11182,58846,4344,1292,230,203,21670,1157,1006,173400,48069,298,0,12006,5136,48,001
2526,"Andrews County, Texas",18518,18518,18518,10525,76902,1749,297,72,96,9148,214,1364,188200,16265,118,0,5173,1607,48,003
2527,"Angelina County, Texas",86791,86791,86791,20104,58847,6400,3142,447,259,40055,2174,1056,149800,70469,171,36,20695,11488,48,005
2528,"Aransas County, Texas",24449,24449,24449,6542,61754,3812,1145,256,94,9763,602,1052,236800,20925,177,0,9117,2621,48,007
2529,"Archer County, Texas",8734,8734,8734,787,71958,1084,306,76,75,4202,141,766,175300,7926,12,0,2922,517,48,009
2530,"Armstrong County, Texas",1883,1883,1883,180,68462,164,84,19,9,861,8,1010,185700,1724,0,0,617,137,48,011
2531,"Atascosa County, Texas",50058,50058,50058,32389,69413,3816,774,293,31,22107,1003,997,157400,46567,147,0,12874,3761,48,013
2532,"Austin County, Texas",30712,30712,30712,8359,75994,3663,1043,147,132,14665,615,1111,270900,26852,69,0,9434,2740,48,015
2533,"Bailey County, Texas",7044,7044,7044,4548,70625,501,101,83,3,2622,12,744,104400,6586,0,0,1776,474,48,017
2534,"Bandera County, Texas",21589,21589,21589,4366,69703,2681,1187,228,160,9529,704,998,249800,19769,165,63,7711,1232,48,019
2535,"Bastrop County, Texas",102370,102370,102370,45026,82730,9929,4012,711,962,48662,2262,1342,269500,90400,217,35,26625,8539,48,021
2536,"Baylor County, Texas",3464,3464,3464,473,42313,556,81,35,33,1452,55,685,93300,2734,58,0,1034,514,48,023
2537,"Bee County, Texas",31000,31000,31000,19187,56075,1679,637,69,76,11654,688,1028,102800,25374,17,0,6188,2393,48,025
2538,"Bell County, Texas",379811,379811,379811,98037,66051,42123,15972,3551,1912,167095,12188,1168,221100,293701,3625,464,77808,60749,48,027
2539,"Bexar County, Texas",2037344,2037344,2037344,1212855,70571,257932,114486,27425,17963,1024492,56081,1290,244100,1680487,13724,2018,437637,302765,48,029
2540,"Blanco County, Texas",12008,12008,12008,2209,87564,2459,461,164,93,5821,204,920,396200,10660,9,0,3713,1288,48,031
2541,"Borden County, Texas",723,723,723,110,64250,113,41,4,0,320,1,-666666666,105400,644,0,0,152,87,48,033
2542,"Bosque County, Texas",18546,18546,18546,3492,69339,1851,673,135,126,8048,328,926,184500,16302,19,0,5667,1800,48,035
2543,"Bowie County, Texas",92321,92321,92321,7726,59295,8478,4001,890,402,39799,1454,966,161300,82373,101,10,21818,12983,48,037
2544,"Brazoria County, Texas",381650,381650,381650,119727,95155,50517,21801,3943,4382,186549,8453,1410,276800,335442,1103,59,97080,34104,48,039
2545,"Brazos County, Texas",237980,237980,237980,64536,58388,29828,14172,2344,7409,122784,5688,1160,279700,170357,2097,403,41372,47043,48,041
2546,"Brewster County, Texas",9464,9464,9464,3980,52612,1916,1060,145,124,4918,109,768,216000,7855,16,0,2819,2110,48,043
2547,"Briscoe County, Texas",1223,1223,1223,321,41188,137,41,5,0,562,0,692,82900,1118,0,0,434,121,48,045
2548,"Brooks County, Texas",6987,6987,6987,6290,31310,630,112,0,3,3507,123,487,82700,5951,103,0,1533,1351,48,047
2549,"Brown County, Texas",38294,38294,38294,8503,55305,3809,1189,99,222,17753,854,887,149900,31966,34,0,10209,4770,48,049
2550,"Burleson County, Texas",18327,18327,18327,4003,72888,2127,659,177,73,8297,242,909,174000,17060,62,0,6267,1482,48,051
2551,"Burnet County, Texas",51064,51064,51064,11782,77158,7161,2356,652,398,24510,569,1324,310500,43579,129,37,15139,4458,48,053
2552,"Caldwell County, Texas",47184,47184,47184,26565,68503,3772,1116,159,131,21849,691,1145,215600,41566,50,0,11518,4223,48,055
2553,"Calhoun County, Texas",19921,19921,19921,9816,71870,1490,642,47,175,10267,458,1121,150000,18043,75,0,6415,1983,48,057
2554,"Callahan County, Texas",14017,14017,14017,1487,68455,1711,571,28,31,6538,337,881,144800,11883,31,0,4292,945,48,059
2555,"Cameron County, Texas",423192,423192,423192,378059,51334,35367,12773,2752,1340,182627,10484,899,120000,381517,2330,111,88354,47081,48,061
2556,"Camp County, Texas",12652,12652,12652,3377,55061,1213,291,96,53,5473,319,774,159900,11078,41,0,3582,1095,48,063
2557,"Carson County, Texas",5802,5802,5802,608,84583,674,343,5,11,2934,38,933,140600,5033,1,0,1815,487,48,065
2558,"Cass County, Texas",28582,28582,28582,1467,54328,2432,821,96,204,11668,698,821,133500,26438,15,0,9124,2651,48,067
2559,"Castro County, Texas",7328,7328,7328,4783,63485,797,138,3,0,3579,95,910,94900,6513,86,0,1679,748,48,069
2560,"Chambers County, Texas",49178,49178,49178,12418,108114,5428,1265,269,227,24734,1811,1548,289900,41303,28,0,13651,2907,48,071
2561,"Cherokee County, Texas",51143,51143,51143,12143,59830,4065,1752,220,238,21507,1328,880,160300,44637,427,84,13155,4930,48,073
2562,"Childress County, Texas",6772,6772,6772,2305,60333,406,110,35,15,2880,15,934,115100,5665,0,0,1382,792,48,075
2563,"Clay County, Texas",10402,10402,10402,705,77355,1275,444,88,23,5006,94,825,161300,9196,14,0,3404,823,48,077
2564,"Cochran County, Texas",2520,2520,2520,1501,42137,123,51,3,0,1099,68,738,57700,2093,52,2,620,329,48,079
2565,"Coke County, Texas",3315,3315,3315,691,46431,348,119,28,22,1471,88,687,112900,2716,0,0,1051,438,48,081
2566,"Coleman County, Texas",7765,7765,7765,1252,52364,800,153,38,32,3628,214,714,91200,6228,0,0,2485,745,48,083
2567,"Collin County, Texas",1116601,1116601,1116601,178350,117588,250024,124541,19134,12670,613587,25247,1792,447600,935294,11429,1313,256431,143751,48,085
2568,"Collingsworth County, Texas",2733,2733,2733,891,60165,321,85,18,24,1389,17,619,108400,2430,0,0,706,241,48,087
2569,"Colorado County, Texas",20736,20736,20736,6218,68554,2294,858,210,51,9486,369,1002,194000,18973,85,0,6139,1438,48,089
2570,"Comal County, Texas",174552,174552,174552,48664,99015,33728,13768,2478,1913,87004,3043,1460,398800,149251,447,12,51991,15660,48,091
2571,"Comanche County, Texas",13786,13786,13786,4002,59946,1320,533,25,47,6728,453,823,137800,12413,25,0,4318,1077,48,093
2572,"Concho County, Texas",3301,3301,3301,1024,59632,231,97,5,11,1107,11,919,105800,2447,30,6,660,189,48,095
2573,"Cooke County, Texas",42473,42473,42473,8719,72472,4507,1704,246,325,21491,924,1088,224600,37543,58,9,11727,4525,48,097
2574,"Coryell County, Texas",83772,83772,83772,16992,68904,6681,2757,242,269,27332,1775,1120,177400,63998,1071,372,15493,10606,48,099
2575,"Cottle County, Texas",1302,1302,1302,338,58819,146,53,3,2,609,39,323,54100,1190,0,0,449,122,48,101
2576,"Crane County, Texas",4623,4623,4623,3160,59915,294,110,0,12,2279,84,883,119900,3938,37,0,1355,310,48,103
2577,"Crockett County, Texas",2881,2881,2881,1795,81739,150,61,32,0,1473,41,585,140000,2662,0,0,879,297,48,105
2578,"Crosby County, Texas",5072,5072,5072,2831,52197,374,86,4,2,2397,149,637,75500,4439,18,0,1419,555,48,107
2579,"Culberson County, Texas",2181,2181,2181,1899,42672,248,2,12,0,925,6,971,84500,1971,0,0,520,182,48,109
2580,"Dallam County, Texas",7180,7180,7180,3781,72332,598,29,59,5,3910,56,1074,140500,5287,962,74,1616,757,48,111
2581,"Dallas County, Texas",2603816,2603816,2603816,1061995,74149,363144,161217,43257,22464,1390325,67955,1469,277900,2210768,26756,3175,493453,478237,48,113
2582,"Dawson County, Texas",12311,12311,12311,6815,55789,963,118,41,41,5083,401,873,90800,9226,36,0,2904,1250,48,115
2583,"Deaf Smith County, Texas",18487,18487,18487,14000,54114,886,267,38,82,8554,280,919,116000,17293,0,0,3938,2035,48,117
2584,"Delta County, Texas",5345,5345,5345,466,62855,547,186,0,0,2434,81,857,149400,4689,0,0,1741,354,48,119
2585,"Denton County, Texas",945644,945644,945644,191815,108185,201939,84844,11619,9340,538872,21327,1642,403400,789619,6140,752,226694,120115,48,121
2586,"DeWitt County, Texas",19853,19853,19853,7017,64014,1506,494,98,80,7908,329,955,167200,17856,43,15,4722,1961,48,123
2587,"Dickens County, Texas",1641,1641,1641,558,50417,165,45,18,0,735,49,753,65000,1412,0,0,557,127,48,125
2588,"Dimmit County, Texas",8507,8507,8507,7403,33409,282,202,35,52,2677,183,753,80300,7336,2,0,1830,1180,48,127
2589,"Donley County, Texas",3276,3276,3276,399,56648,242,112,3,0,1355,0,686,90500,2787,6,0,907,296,48,129
2590,"Duval County, Texas",9824,9824,9824,8038,50081,280,153,23,0,3770,299,737,86400,8593,17,0,2124,868,48,131
2591,"Eastland County, Texas",17846,17846,17846,3013,51741,1844,705,87,69,8161,401,803,121700,14847,54,7,5099,2069,48,133
2592,"Ector County, Texas",163206,163206,163206,101602,71031,11234,3989,657,446,80005,4469,1284,190500,135925,769,176,40217,22205,48,135
2593,"Edwards County, Texas",1392,1392,1392,610,38500,202,37,0,0,742,0,714,78300,1180,0,0,448,26,48,137
2594,"Ellis County, Texas",203927,203927,203927,56354,95898,25022,10742,1134,826,108076,4355,1449,306400,177789,445,14,52500,16352,48,139
2595,"El Paso County, Texas",866275,866275,866275,716543,58859,92832,33427,6645,4736,396605,24609,1045,167300,744854,7987,1140,188705,107636,48,141
2596,"Erath County, Texas",43244,43244,43244,9508,65351,5509,2219,256,351,22436,1188,1134,251900,34510,129,10,10450,5929,48,143
2597,"Falls County, Texas",17063,17063,17063,4166,55372,1190,375,146,107,6664,478,747,97300,14623,23,7,4714,1295,48,145
2598,"Fannin County, Texas",36525,36525,36525,4616,68377,3486,1331,175,223,16310,740,994,213500,31209,19,0,9658,3135,48,147
2599,"Fayette County, Texas",24783,24783,24783,5355,76541,3595,982,247,105,11387,333,909,271100,22880,6,0,7859,1996,48,149
2600,"Fisher County, Texas",3661,3661,3661,965,64700,334,139,16,8,1786,64,629,77600,3404,0,0,1300,290,48,151
2601,"Floyd County, Texas",5294,5294,5294,3051,55461,473,103,23,0,2411,91,587,101000,4950,50,0,1459,480,48,153
2602,"Foard County, Texas",1079,1079,1079,118,42212,73,20,0,5,519,35,577,71400,821,0,0,281,140,48,155
2603,"Fort Bend County, Texas",859721,859721,859721,210272,113409,164356,80780,14779,14469,437538,21887,1770,350300,756335,9917,554,217921,63338,48,157
2604,"Franklin County, Texas",10522,10522,10522,1500,66800,1431,565,48,133,4896,314,948,213200,8952,41,0,3129,813,48,159
2605,"Freestone County, Texas",19813,19813,19813,3321,58460,1577,479,86,73,7506,139,844,164400,18178,44,2,5138,1729,48,161
2606,"Frio County, Texas",18019,18019,18019,13977,60098,799,271,30,189,7039,375,1006,110100,14353,1562,380,3243,1901,48,163
2607,"Gaines County, Texas",21904,21904,21904,8723,76605,786,163,1,0,9029,196,788,185300,19040,0,0,5407,1650,48,165
2608,"Galveston County, Texas",354721,354721,354721,91727,85348,55058,18787,4722,3857,178597,9887,1360,284900,300234,1518,339,93591,45075,48,167
2609,"Garza County, Texas",5435,5435,5435,2717,50545,272,101,8,17,1883,130,797,79300,4302,67,0,982,451,48,169
2610,"Gillespie County, Texas",27202,27202,27202,6092,67799,4526,1844,455,358,12714,487,1331,432300,23280,293,0,8004,3268,48,171
2611,"Glasscock County, Texas",1070,1070,1070,290,106806,255,36,20,0,484,6,-666666666,248600,968,0,0,293,148,48,173
2612,"Goliad County, Texas",7096,7096,7096,2288,59556,685,213,67,22,3004,165,724,182800,6720,2,0,2317,483,48,175
2613,"Gonzales County, Texas",19764,19764,19764,10035,59355,1170,330,56,88,8794,127,837,158900,17968,26,0,5355,2301,48,177
2614,"Gray County, Texas",21131,21131,21131,6499,56082,1682,372,48,43,9517,503,898,100400,17308,31,0,5824,2102,48,179
2615,"Grayson County, Texas",139988,139988,139988,22190,70455,15142,5304,898,1092,68711,2442,1178,228300,114501,272,7,35904,17421,48,181
2616,"Gregg County, Texas",124860,124860,124860,24748,64809,12333,4236,1051,406,59089,2179,1072,185800,104201,296,174,28155,19175,48,183
2617,"Grimes County, Texas",30385,30385,30385,7691,67080,2630,1145,226,85,12664,586,985,226600,26608,83,17,8022,2267,48,185
2618,"Guadalupe County, Texas",178368,178368,178368,68626,93776,24432,10245,1255,1077,90010,3925,1439,285900,154510,984,131,49402,13551,48,187
2619,"Hale County, Texas",32247,32247,32247,19597,52788,1927,959,81,155,14675,597,798,106100,25563,48,0,6628,4406,48,189
2620,"Hall County, Texas",2827,2827,2827,975,46728,265,87,9,5,1198,111,610,80200,2384,0,0,869,289,48,191
2621,"Hamilton County, Texas",8320,8320,8320,1129,55339,1074,256,53,36,3651,223,847,124800,7488,0,0,2427,707,48,193
2622,"Hansford County, Texas",5182,5182,5182,2575,68299,753,193,28,7,2627,145,770,132100,4620,152,0,1402,425,48,195
2623,"Hardeman County, Texas",3529,3529,3529,949,61179,305,65,4,0,1821,29,688,76500,3022,1,0,904,394,48,197
2624,"Hardin County, Texas",57126,57126,57126,3723,72532,6111,1584,244,94,25684,1323,1011,188200,50318,119,40,17944,3806,48,199
2625,"Harris County, Texas",4758579,4758579,4758579,2065668,73104,645298,268202,75577,48244,2464059,158268,1349,255000,4004983,51611,4862,946389,781714,48,201
2626,"Harrison County, Texas",69584,69584,69584,10129,66040,7031,2733,334,254,33530,2005,977,178200,60460,79,4,19180,6419,48,203
2627,"Hartley County, Texas",5307,5307,5307,1629,82122,575,240,16,92,1814,43,1023,213200,4270,6,0,1254,381,48,205
2628,"Haskell County, Texas",5390,5390,5390,1402,54044,522,346,8,3,2443,133,824,92000,4654,33,0,1563,545,48,207
2629,"Hays County, Texas",256429,256429,256429,100152,85827,43152,17312,2773,3421,139229,6430,1417,371400,208949,935,157,60587,33912,48,209
2630,"Hemphill County, Texas",3311,3311,3311,1099,72052,459,69,12,0,1601,77,946,214900,3061,0,0,1045,323,48,211
2631,"Henderson County, Texas",83658,83658,83658,11964,63955,7857,3173,527,411,37011,1836,978,189600,71417,203,2,24939,7658,48,213
2632,"Hidalgo County, Texas",880921,880921,880921,809705,52281,70640,24120,5036,3173,372548,28197,925,124000,784551,6509,631,178475,85653,48,215
2633,"Hill County, Texas",36664,36664,36664,8284,63147,3033,1308,194,96,16537,702,929,163100,32113,131,6,10281,3176,48,217
